ID,"type (keynote, long paper, short paper, ppf paper, workshop, poster, demo, tutorial, panel, etc.)",title,authors/speakers (comma delineated),session name,session chair,room name,date (MM-DD-YYYY),time (HH:MM:SS military time),endtime,keywords (comma delinated),"award (best paper, honorary mention)",abstract/blurb,,(new) authors,,(new) title
p69,poster,Combining Dynamic A/B Experimentation and Recommender Systems in MOOCs,"Joseph Jay Williams, Luong Hoang",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"We consider how dynamic A/B experiments — used to discover and deploy policies for personalizing items — can be interpreted from the perspective of a recommendation problem, where no prior data is available. We present an illustrative data set we collected, to evaluate algorithms for recommending emails (that vary along dimensions like subject lines) that will maximize response rate, from different subgroups of online learners. This problem is formalized as a contextual bandit, and do an offline regret comparison of how standard bandit algorithms would perform in optimizing response rate. We report a system that provides an API for real–time data exchange and recommendation policy updates from algorithms from external machine learning researchers, and compare our best-performing offline algorithm — Thompson Sampling — against a randomized policy.",,,,
p70,poster,Cross Domain Recommendation Using Vector Space Transfer Learning,"Masahiro Kazama, Istvan Varga",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"The cold start problem, frequent with recommender systems, addresses the issue in cases where we don’t know enough about our users (e.g., the user hasn’t rated anything yet, or there are no user activities) in that specific domain. In our paper we present a simple and robust transfer learning approach where we model users’ behavior in a source domain, transferring that knowledge to a new, target domain. First, we vectorize the items by using word2vec for each dataset independently. Second, we calculate the transformation matrix that connects the source dataset to the target dataset by using their common users.",,,,
p71,poster,Deep Auto-Encoding for Context-Aware Inference of Preferred Items’ Categories,"Moshe Unger, Bracha Shapira, Lior Rokach, Ariel Bar",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Context-aware systems enable the sensing and analysis of user context in order to provide personalized services to users. We observed that it is possible to automatically learn contextual factors and behavioral patterns when users interact with the system. We later utilize the learned patterns to infer contextual user interests within a recommender system. We present a novel context-aware model for detecting users’ preferred items’ categories using an unsupervised deep learning technique applied to mobile sensor data. We train an auto-encoder for each item genre, using contextual data that was obtained when users interacted with the system. Given new contextual sensor data from a user, the discovered patterns from each auto-encoder are used to predict the category of items that should be recommended to the user in the given context. In order to collect rich contextual data, we conducted an extensive field study over a period of four weeks with a group of ninety users. The analysis reveals significant insights regarding the inference of different granularity levels of categories that are available within the data.",,,,
p72,poster,Detecting Trending Venues Using Foursquare’s Data,"Stephanie Yang, Max Sklar",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Foursquare is a search and discovery tool which helps users discover venues around the world. Much of the data for these recommendations come from its sister app Swarm, which is a location based social network where users can “check in” to places they visit. Older versions of Foursquare had a strongly static component to its recommendations. For instance, the top restaurants in New York City do not vary from month to month, and venues with years of consistently strong signals will dominate search results. In this paper we outline a new algorithm which Foursquare uses in order to discover fresh recommendations. Promoting younger venues with fewer check-ins or older venues with a recent surge of activity increases turnover in our recommendations and yields a better user experience.",,,,
p73,poster,Dish Discovery via Word Embeddings on Restaurant Reviews,"Chih-Yu Chao, Yi-Fan Chu, Yi Ho, Chuan-Ju Wang, Ming-Feng Tsai",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"This paper proposes a novel framework for automatic dish discovery via word embeddings on restaurant reviews. We collect a dataset of user reviews from Yelp and parse the reviews to extract dish words. Then, we utilize the processed reviews as training texts to learn the embedding vectors of words via the skip-gram model. In the paper, a nearest- neighbor like score function is proposed to rank the dishes based on their learned representations. We brief some analyses on the preliminary experiments and present a web-based visualization at http://clip.csie.org/yelp/.",,,,
p74,poster,Explicit Elimination of Similarity Blocking for Session-based Recommendation,"Mattia Brusamento, Roberto Pagano, Martha Larson, Paolo Cremonesi",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"A single `odd’ interaction can cause two user interaction sessions to diverge in similarity, and stand in the way of generalization. The sensitivity of session-based recommenders to session similarity motivates us to explicitly identify and remove such `similarity blockers’. Specifically, we leverage huge amounts of data, which allow us to identify blockers in the form of non-co-occurring items. Other blockers can be identified using content-based similarity. Our experiments reveal that explicitly eliminating relatively few blockers improves performance.",,,,
p75,poster,Genre Prediction to Inform the Recommendation Process,"Nevena Dragovic, Maria Soledad Pera",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"In this paper we present a time-based genre prediction strategy that can inform the book recommendation process. To explicitly consider time in predicting genres of interest, we rely on a popular time series forecasting model as well as reading patterns of each individual reader or group of readers (in case of libraries or publishing companies). Based on a conducted initial assessment using the Amazon dataset, we demonstrate our strategy outperforms its baseline counterpart.",,,,
p76,poster,How to Survive Dynamic Pricing Competition in E-commerce,"Rainer Schlosser, Martin Boissier, Andre Schober, Matthias Uflacker",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Pricing on e-commerce platforms is highly challenging. Sellers typically i) rival against dozens of competitors, ii) decide on prices for thousands of products, and iii) face steadily changing market situations. With respect to pricing, the challenge is to circumvent the curse of dimensionality to dynamically price products for a given market situation in a timely manner. In this project, we create a stochastic pricing model by analyzing recorded market data. This pricing model can be applied ad-hoc in less than a millisecond per item, allowing us to react immediately to new market situations. Our pricing approach is currently being applied in practice by a large German book seller on Amazon and outperforms the previous rule-based strategy by over 20% with respect to cash-in per book.",,,,
p77,poster,Idomaar: A Framework for Multi-dimensional Benchmarking of Recommender Algorithms,"Mario Scriminaci, Andreas Lommatzsch, Benjamin Kille, Frank Hopfgartner, Martha Larson, Davide Malagoli, Andras Sereny, Till Plumbaum",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"In real-world scenarios, recommenders face non-functional requirements of technical nature and must handle dynamic data in the form of sequential streams. Evaluation of recommender systems must take these issues into account in order to be maximally informative. In this paper, we present a framework called Idomaar which enables the efficient multi-dimensional benchmarking of recommender algorithms. Idomaar goes beyond current academic research practices by creating a realistic evaluation environment and computing both effectiveness and technical metrics for stream-based as well as set based evaluation. The potentials of the framework are illustrated in a scenario that focuses on the “research to prototyping to productization” cycle at a company. We show that Idomaar simplifies the testing with different configurations and supports the flexible integration of different data.",,,,
p78,poster,Is Readability a Valuable Signal for Hashtag Recommendations?,"Ion Madrazo, Maria Soledad Pera",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"We present an initial study oriented to examine the benefits of considering readability indicators in addressing social network-related tasks. In order to do so, we introduce TweetRead, a readability assessment tool specifically designed for Twitter, and use it to inform the hashtag prediction process, highlighting the importance of a readability signal in recommendation tasks.",,,,
p79,poster,Item2vec: Neural Item Embedding for Collaborative Filtering,"Oren Barkan, Noam Koenigstein",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Many Collaborative Filtering (CF) algorithms are item-based in the sense that they analyze item-item relations in order to produce item similarities. Recently, several works in the field of Natural Language Processing (NLP) suggested to learn a latent representation of words using neural embedding algorithms. Among them, the Skip-gram with Negative Sampling (SGNS), also known as Word2vec, was shown to provide state-of-the-art results on various linguistics tasks. In this paper, we show that item-based CF can be cast in the same framework of neural word embedding. Inspired by SGNS, we describe a method we name Item2vec for item-based CF that produces embedding for items in a latent space. The method is capable of inferring item-item relations even when user information is not available. We present experimental results that demonstrate the effectiveness of the Item2vec method and show it is competitive with SVD.",,,,
p80,poster,Memory Priming and User Preferences,"Evagelia Anagnostopoulou, Efthimios Bothos, Babis Magoutas, Gregoris Mentzas",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,In this paper we provide a preliminary analysis of the effects of priming on user preferences and we describe two experiments that show such effects in test environments. Our first results show that small stimuli which primes the process of item rating leads to varying average ratings.,,,,
p81,poster,Modelling Session Activity with Neural Embedding,"Oren Barkan, Yael Brumer, Noam Koenigstein",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Neural embedding techniques are being applied in a growing number of machine learning applications. In this work, we demonstrate a neural embedding technique to model users’ session activity. Specifically, we consider a dataset collected from Microsoft’s App Store consisting of user sessions that include sequential click actions and item purchases. Our goal is to learn a latent manifold that captures users’ session activity and can be utilized for contextual recommendations in an online app store.",,,,
p82,poster,MoocRec.com: Massive Open Online Courses Recommender System,"Panagiotis Symeonidis, Dimitrios Malakoudis",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Massive open online courses (MOOCs) have recently gained a huge users’ attention on the Web. They are considered as a highly promising form of teaching from leading universities such as Stanford and Berkeley. MoocRec.com is a web site that recommends courses to users so that, they can acquire those skills, that are expected from their ideal job posting. MoocRec’s recommendation engine is based on Matrix Factorization (MF) model combined with Collaborative Filtering (CF) algorithm, which exploits information from external resources (i.e., users’ skills, courses’ characteristics, etc.) to predict course trends and to perform rating predictions according to them.",,,,
p83,poster,Music Playlist Recommendation via Preference Embedding,"Chih-Ming Chen, Chun-Yao Yang, Chih-Chun Hsia, Yian Chen, Ming-Feng Tsai",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Music playlists usually contain some particular musical styles or atmospheres in which users would like to be involved. Music streaming services, such as Spotify, Apple Music, and KKBOX, even allow users to edit and listen to playlists online. While it has been some well-known methods that can nicely model the preference between users and songs, little has been done in the literature to recommend music playlists, each of which can be considered as a set of many individual songs, to users. In the light of this, this paper proposes a preference embedding based on a user-song-playlist graph to learn the preference representations of these three entities. After the embedding process, we then use the learned representations to perform the task of playlist recommendation. Experiments conducted on a real-world dataset show that the proposed embedding method outperforms the baseline of popularity; in addition, we also make a comparison with DeepWalk and LINE for the recommendation task, and the results show that the proposed method can stand comparison with the two state-of-the-art graph embedding techniques.",,,,
p84,poster,Recommendation from Intransitive Pairwise Comparisons,"Arnoldo Frigessi, Valeria Vitelli, Marta Crispino, Elja Arjas",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"In this poster we propose a full Bayesian probabilistic method to learn preferences from non-transitive pairwise comparison data. Such lack of transitivity easily arises when the number of pairwise comparisons is large, and they are given sequentially without allowing for consistency check. We develop a Bayesian Mallows model able to handle such data through a latent layer of uncertainty which captures the generation of preference misreporting. We then construct an MCMC algorithm, and test the procedure on simulated data.",,,,
p85,poster,Representing Items as Word-Embedding Vectors and Generating Recommendations by Measuring their Linear Independence,"Ludovico Boratto, Salvatore Carta, Gianni Fenu, Roberto Saia",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"In order to generate effective results, it is essential for a recommender system to model the information about the user interests in a profile. Even though word embeddings (i.e., vector representations of textual descriptions) have proven to be effective in many contexts, a content-based recommendation approach that employs them is still less effective than collaborative strategies (e.g., SVD). In order to overcome this issue, we introduce a novel criterion to evaluate the word-embedding representation of the items a user rated. The proposed approach defines a vector space in which the similarity between an unevaluated item and those in a user profile is measured in terms of linear independence. Experiments show its effectiveness to perform a better ranking of the items, w.r.t. collaborative filtering, both when compared to a latent-factor-based approach (SVD) and to a classic neighborhood user-based system.",,,,
p86,poster,rrecsys: an R-package for prototyping recommendation algorithms,"Ludovik Çoba, Markus Zanker",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"We introduce rrecsys, an open source extension package in R for rapid prototyping and intuitive assessment of recommender system algorithms. As the only currently available R package for recommender algorithms (recommenderlab) did not include popular algorithm implementations such as matrix factorization or One-class Collaborative Filtering algorithms we developed rrecsys as an easily accessible tool that can, for instance, be employed for interactive demonstrations when teaching. This package replicates state-of-the-art Collaborative Filtering algorithms for rating and binary data and we compare results with the Java-based LensKit implementation and recommederlab for the purpose of benchmarking the implementation. Therefore this work can also be seen as a contribution in the context of replication of algorithm implementations and reproduction of evaluation results.",,,,
p87,poster,Tip Ranker: A M.L. Approach to Ranking Short Reviews,"Enrique Cruz, Berk Kapicioglu",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Foursquare is a local search and discovery app where as part of the experience users leave tips, short reviews and suggestions to help other users find great places. This poster summarizes the strategy we use to select the best tips for a given venue. Our new ranking model to select the tips that provide our users with the most informative and high quality content. The introduction of the new model yielded significant and positive results in our metrics from various applications within the Foursquare app ecosystem.",,,,
p88,poster,Towards Understanding Latent Factors and User Profiles by Enhancing Matrix Factorization with Tags,"Tim Donkers, Benedikt Loepp, Jürgen Ziegler",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"With the interactive recommending approach we have recently proposed, users are given more control over model-based Collaborative Filtering while the results are perceived as more transparent. Integrating the latent factors derived by Matrix Factorization with tags users provided for the items has, however, even more advantages. In this paper, we show how general understanding of the abstract factor space, and of user and item positions inside it, can benefit from the semantics introduced by considering additional information. Moreover, our approach allows us to explain the user’s (former latent) preference profile by means of tags.",,,,
p89,poster,User Segmentation for Controlling Recommendation Diversity,"Farzad Eskandanian, Bamshad Mobasher, Robin Burke",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"The quality of recommendations is known to be affected by diversity and novelty in addition to accuracy. Recent work has focused on methods that increase diversity of recommendation lists. However, these methods assume the user preference for diversity is constant across all users. In this paper, we show that users’ propensity towards diversity varies greatly and argue that the diversity of recommendation lists should be consistent with the level of user interest in diverse recommendations. We introduce a user segmentation approach in order to personalize recommendation according to user preference for diversity. We show that recommendations generated using these segments match the diversity preferences of users in each segment. We also discuss the impact of this segmentation on the novelty of recommendations.",,,,
p90,poster,Weighted Random Walks for Meta-Path Expansion in Heterogeneous Networks,"Fatemeh Vahedian, Robin Burke, Bamshad Mobasher",Poster Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"In social networks, users and items are joined in a complex web of relations, which can be modeled as heterogeneous information networks. Such networks include a variety of object types and the rich relations among them. Recent research has shown that a hybrid recommendation approach combining components built from extended meta-paths in the network can improve the accuracy of recommendations in such networks. However most of this recent work is focused on unweighted heterogeneous networks, and simplifying relations by ignoring weight (including user ratings) loses important information. We propose a random walk based model to generate meta-paths in weighted heterogeneous network in which the frequency of edge sampling is a function of edge weight, and demonstrate that performance is improved using this method.",,,,
d1,demo,A Recommender System to Tackle Enterprise Collaboration,"Gabriel de Souza Pereira Moreira, Gilmar Alves de Souza",Demo Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Collaboration platforms have been available for many years, but they struggle to overcome what is known as the collaboration paradox: people want all the benefits provided by such tools, but they won’t invest their times without some sort of immediate gain. To tackle this problem, we developed an enterprise collaboration platform named Smart Canvas. Smart Canvas is a service that allows people to bring, create and curate content relevant to their organizations. The product’s main goal is to leverage companies knowledge and tear down silos by connecting people, teams, and content. One of the main components of the product is a scalable cloud-based Recommender System, built using techniques like Topic Modeling, Content-Based Recommenders and Graph Analysis.

In this demo, Smart Canvas will be presented in web and mobile interfaces, with data from a real customer. We are also going to describe details of the models, algorithms and architecture (which includes tools like Apache Spark and Titan Graph Database deployed on Google Cloud Platform).",,,,
d2,demo,Conversational Recommendation System with Unsupervised Learning,"Yueming Sun, Yi Zhang, Yunfei Chen, Roger Jin",Demo Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"We will demonstrate a conversational products recommendation agent. This system shows how we combine research in personalized recommendation systems with research in dialogue systems to build a virtual sales agent. Based on new deep learning technologies we developed, the virtual agent is capable of learning how to interact with users, how to answer user questions, what is the next question to ask, and what to recommend when chatting with a human user.

Normally a descent conversational agent for a particular domain requires tens of thousands of hand labeled conversational data or hand written rules. This is a major barrier when launching a conversation agent for a new domain. We will explore and demonstrate the effectiveness of the learning solution even when there is no hand written rules or hand labeled training data.",,,,
d3,demo,"Powering Content Discovery through Scalable, Realtime Profiling of Users’ Content Preferences","Ido Tamir, Roy Bass, Baruch Brutman, Yoram Dayagi, Guy Kobrinsky, Ronny Lempel",Demo Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"Outbrain is the Web’s leading content discovery service, recommending billions of stories daily to a global audience across many of the world’s most prestigious and respected publishers. Outbrain’s recommendation technology combines contextual cues with personalization, where the personalization aspects are a combination of content-based and collaborative filtering techniques.

This paper, and the accompanying demo of a production system, offer a behind-the-scenes view of the content-based aspects of Outbrain’s personalization technology. We detail the types of features we extract from content, as well as the attributes we keep in each user’s content-affinity profile. We then describe and demonstrate how we update each user’s profile, in real time, as the user consumes content while browsing the Web.",,,,
d4,demo,RecExp: A Semantic Recommender System with Explanation Based on Heterogeneous Information Network,"Jiawei Hu, Zhiqiang Zhang, Jian Liu, Chuan Shi, Philip Yu, Bai Wang",Demo Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"In recent years, there is a surge of research on recommender system to alleviate the information overload. Many recommendation techniques have been proposed and they have achieved great successes in many applications. However, the explanation of recommendation results is an important but seldom addressed problem. In this paper, we organize the objects and relations in a recommender system with a heterogeneous information network, which integrates more informations and contains rich semantics. Then we employ a semantic meta path based personalized recommendation model and design a recommender system with explanation, called RecExp. The RecExp system has two unique features. (1) Semantic recommendation. RecExp provides different recommendation models to comply with users’ requirements through setting of meta paths. (2) Interpretive recommendation. Under a hybrid recommendation model, RecExp provides the explanations for the recommendation results.",,,,
d5,demo,Topical Semantic Recommendations for Auteur Films,"Christian Rakow, Andreas Lommatzsch, Till Plumbaum",Demo Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"With the ubiquity of fast internet connections and the growing availability of Video-On-Demand (VOD) services powerful recommender systems are needed. Traditionally, movie recommender systems apply user-based collaborative filtering providing high quality recommendations if users maintain user profiles describing preferences and movie ratings. The shortcomings of Collaborative Filtering are that comprehensive user profiles are required and users tend to get recommendations very similar to the user profile (filter bubble). In addition, CF-based recommenders neither consider current trends nor the context. In order to overcome these weaknesses, we develop a system identifying interesting events in the stream of current news and deploying this information for computing recommendations. Our system gathers topics of interest from Twitter and RSS-Feeds, extracts relevant Named Entities, and uses semantic relations for recommending movies closely related to these topics. We explain the used algorithms and show that our system provides highly relevant recommendations.",,,,
d6,demo,T-RecS: A Framework for a Temporal Semantic Analysis of the ACM Recommender Systems Conference,"Fedelucio Narducci, Pierpaolo Basile, Pasquale Lops, Marco De Gemmis, Giovanni Semeraro",Demo Reception,,Morss Hall,09-17-16,18:00:00,22:00:00,,,"This paper presents T-RecS (Temporal analysis of Recommender Systems conference proceedings), a framework that supplies services to analyze the Recommender Systems Conference proceedings from the first edition, held in 2007, to the last one, held in 2015, under a temporal point of view.
The idea behind T-RecS is to identify linguistic phenomena that reflect some interesting variations for the research community, such as topic drift, or how the correlation between two terms changed over time, or how similarity between two authors evolved over time. The implemented framework can be easily adapted for the analysis of different corpora and domains.",,,,
t1,tutorial,People Recommendation,"Ido Guy, Luiz Pizzato",Tutorial: People Recommendation,,Room 202,09-17-16,14:00:00,15:40:00,,,"People recommenders, which recommend people to themselves, have become a rich research area within the broad recommender systems community. From “people you may know” and “who to follow” widgets, through people introduction at conferences, job recommendations and job-candidate search, to dating partner matchmakers, people recommendations proliferate.

This tutorial will present an overview of the people recommender systems domain. We will present the different types and use cases of people recommendations, the special techniques used to recommend people to themselves, key research work, and open challenges.",,,,
t2,tutorial,Lessons Learned from Building Real­-Life Recommender Systems,"Xavier Amatriain, Deepak Agarwal",Tutorial: Lessons Learned from Building Real­-Life Recommender Systems,,Room 202,09-18-16,16:20:00,18:00:00,,,"In 2006, Netflix announced a $1M prize competition to advance recommendation algorithms. The recommendation problem was simplified as the accuracy in predicting a user rating measured by the Root Mean Squared Error. While that formulation helped get the attention of the research community, it put the focus on the wrong approach and metric while leaving many important factors out.

In this talk we will talk we will describe the advances in Recommender Systems in the last 10 years from an industry perspective based on the instructors’ personal experience at companies like Quora, LinkedIn, Netflix, or Yahoo!. We will do so in the form of different lessons learned through the years. Some of those lessons will describe the different components of modern recommender systems such as: personalized ranking, similarity, explanations, context ­awareness, or multi­armed bandits. Others will also review the usage of novel algorithmic approaches such as Factorization Machines, Restricted Boltzmann Machines, SimRank, Deep Neural Networks, or List-wise learning ­to ­rank. Others will dive into details of the importance of gathering the right data or using the correct optimization metric.

But, most importantly, we will give many examples of prototypical industrial­ scale recommender systems with special focus on those unsolved challenges that should define the future of the recommender systems area.",,,,
t3,tutorial,Matrix and Tensor Decomposition in Recommender Systems,Panagiotis Symeonidis,Tutorial: Matrix and Tensor Decomposition in Recommender Systems,,Student Center 307,09-19-16,8:30:00,10:10:00,,,"The tutorial will offer a rich blend of theory and practice regarding dimensionality reduction methods, to address the information overload problem in recommender systems. This problem affects our everyday experience while searching for knowledge on a topic. Naive Collaborative Filtering cannot deal with challenging issues such as scalability, noise, and sparsity. We can deal with all the aforementioned challenges by applying matrix and tensor decomposition methods (also known as factorization methods). These methods have been proven to be the most accurate (i.e., Netflix prize) and efficient for handling big data. For each method (SVD, SVD++, timeSVD++, HOSVD, CUR, etc.) we will provide a detailed theoretical mathematical background and a step-by-step analysis, by using an integrated toy example, which runs throughout all parts of the tutorial, and helps the audience to understand clearly the differences among different factorization methods.

Each part of this tutorial provides the audience with an introduction to the most important aspects of Matrix and Tensor Factorization techniques in Recommender Systems and also contains many valuable references to relevant research papers. It also provides researchers and developers a comprehensive overview of the general concepts and techniques (e.g., models and algorithms) related with Matrix and Tensor Factorization recommendation and present them all new methods through real-life application scenarios and toy examples.",,,,
t4,tutorial,Group Recommender Systems,Ludovico Boratto,Tutorial: Group Recommender Systems,,Student Center 307,09-19-16,10:40:00,0:20:00,,,"Group recommender systems are designed to provide suggestions in contexts in which people operate in groups. The goal of this tutorial is to provide the RecSys audience with an overview on group recommendation. We will first formally introduce the problem of producing recommendations to groups, then present a survey based on the tasks performed by these systems. We will also analyze challenging topics like their evaluation, and present emerging aspects and techniques in this area. The tutorial will end with a summary that highlights open issues and research challenges.",,,,
